draw,metric,n,spearman_rho,null_kind
215,implementation_smell_density_per_kloc,91,-0.7877670629643492,uniform
215,"pooled (non-independent, see caveat)",274,-0.745946491470627,uniform
216,cyclomatic_complexity_p90,92,-0.6589681347050437,uniform
216,design_smell_density_per_kloc,91,-0.8044755913036553,uniform
216,implementation_smell_density_per_kloc,91,-0.8417251292015385,uniform
216,"pooled (non-independent, see caveat)",274,-0.745559537829381,uniform
217,cyclomatic_complexity_p90,92,-0.7825761954302006,uniform
217,design_smell_density_per_kloc,91,-0.8517133626422735,uniform
217,implementation_smell_density_per_kloc,91,-0.8473311620573503,uniform
217,"pooled (non-independent, see caveat)",274,-0.8048573036383149,uniform
218,cyclomatic_complexity_p90,92,-0.6461268148330815,uniform
218,design_smell_density_per_kloc,91,-0.8149876562873298,uniform
218,implementation_smell_density_per_kloc,91,-0.7813169399342247,uniform
218,"pooled (non-independent, see caveat)",274,-0.7273796686313418,uniform
219,cyclomatic_complexity_p90,91,-0.7116715374385845,uniform
219,design_smell_density_per_kloc,91,-0.7947439675081628,uniform
219,implementation_smell_density_per_kloc,91,-0.8006832352543022,uniform
219,"pooled (non-independent, see caveat)",273,-0.7496215703569492,uniform
220,cyclomatic_complexity_p90,92,-0.6143519874235162,uniform
220,design_smell_density_per_kloc,91,-0.8422712431313212,uniform
220,implementation_smell_density_per_kloc,91,-0.804967391044681,uniform
220,"pooled (non-independent, see caveat)",274,-0.7159359687596711,uniform
221,cyclomatic_complexity_p90,92,-0.6310589830926437,uniform
221,design_smell_density_per_kloc,91,-0.8656844787767779,uniform
221,implementation_smell_density_per_kloc,91,-0.8953168921555357,uniform
221,"pooled (non-independent, see caveat)",274,-0.7629393863998514,uniform
222,cyclomatic_complexity_p90,91,-0.6254469298210689,uniform
222,design_smell_density_per_kloc,91,-0.8563669666321574,uniform
222,implementation_smell_density_per_kloc,91,-0.8638625884901139,uniform
222,"pooled (non-independent, see caveat)",273,-0.7575715798337823,uniform
223,cyclomatic_complexity_p90,92,-0.692739238321286,uniform
223,design_smell_density_per_kloc,91,-0.8233176714183326,uniform
223,implementation_smell_density_per_kloc,91,-0.8902045724205481,uniform
223,"pooled (non-independent, see caveat)",274,-0.7891318633912313,uniform
224,cyclomatic_complexity_p90,92,-0.6658549366542338,uniform
224,design_smell_density_per_kloc,91,-0.8424959191165572,uniform
224,implementation_smell_density_per_kloc,91,-0.8211643666536602,uniform
224,"pooled (non-independent, see caveat)",274,-0.7463235149383389,uniform
225,cyclomatic_complexity_p90,92,-0.6667822602396638,uniform
225,design_smell_density_per_kloc,91,-0.8132515728279048,uniform
225,implementation_smell_density_per_kloc,91,-0.8336664569713088,uniform
225,"pooled (non-independent, see caveat)",274,-0.758781094788571,uniform
226,cyclomatic_complexity_p90,92,-0.7013986822332677,uniform
226,design_smell_density_per_kloc,91,-0.8790156884606195,uniform
226,implementation_smell_density_per_kloc,91,-0.7848844153879231,uniform
226,"pooled (non-independent, see caveat)",274,-0.770990914680602,uniform
227,cyclomatic_complexity_p90,92,-0.6280762458191955,uniform
227,design_smell_density_per_kloc,91,-0.8847495420880783,uniform
227,implementation_smell_density_per_kloc,91,-0.823712563406302,uniform
227,"pooled (non-independent, see caveat)",274,-0.7379935902811532,uniform
228,cyclomatic_complexity_p90,92,-0.6938643404281553,uniform
228,design_smell_density_per_kloc,91,-0.8347535239308752,uniform
228,implementation_smell_density_per_kloc,91,-0.851121604726905,uniform
228,"pooled (non-independent, see caveat)",274,-0.7698510874932805,uniform
229,cyclomatic_complexity_p90,92,-0.6567641505798943,uniform
229,design_smell_density_per_kloc,91,-0.903814605399379,uniform
229,implementation_smell_density_per_kloc,91,-0.8278374568996409,uniform
229,"pooled (non-independent, see caveat)",274,-0.7692577386223496,uniform
230,cyclomatic_complexity_p90,92,-0.7032613051385592,uniform
230,design_smell_density_per_kloc,91,-0.7104085370709564,uniform
230,implementation_smell_density_per_kloc,91,-0.8133127354095828,uniform
230,"pooled (non-independent, see caveat)",274,-0.7226065785455376,uniform
231,cyclomatic_complexity_p90,92,-0.6058875659846645,uniform
231,design_smell_density_per_kloc,91,-0.8864378434339412,uniform
231,implementation_smell_density_per_kloc,91,-0.7733856775416272,uniform
231,"pooled (non-independent, see caveat)",274,-0.7223044766228326,uniform
232,cyclomatic_complexity_p90,92,-0.6195430200747505,uniform
232,design_smell_density_per_kloc,91,-0.857593374213586,uniform
232,implementation_smell_density_per_kloc,91,-0.830927145462219,uniform
232,"pooled (non-independent, see caveat)",274,-0.7431871771806459,uniform
233,cyclomatic_complexity_p90,91,-0.5803245791460288,uniform
233,design_smell_density_per_kloc,91,-0.7999044326016844,uniform
233,implementation_smell_density_per_kloc,91,-0.8430947849560835,uniform
233,"pooled (non-independent, see caveat)",273,-0.718374714683013,uniform
234,cyclomatic_complexity_p90,92,-0.7180287442684853,uniform
234,design_smell_density_per_kloc,91,-0.7985187544795731,uniform
234,implementation_smell_density_per_kloc,91,-0.8752851801930366,uniform
234,"pooled (non-independent, see caveat)",274,-0.7845232284187957,uniform
235,cyclomatic_complexity_p90,92,-0.671560127923554,uniform
235,design_smell_density_per_kloc,91,-0.8321732897985187,uniform
235,implementation_smell_density_per_kloc,91,-0.829350448721522,uniform
235,"pooled (non-independent, see caveat)",274,-0.7588096796511946,uniform
236,cyclomatic_complexity_p90,92,-0.8172094385278116,uniform
236,design_smell_density_per_kloc,91,-0.8190172811977383,uniform
236,implementation_smell_density_per_kloc,91,-0.8210528830457323,uniform
236,"pooled (non-independent, see caveat)",274,-0.8099778059024224,uniform
237,cyclomatic_complexity_p90,92,-0.6540669672099564,uniform
237,design_smell_density_per_kloc,91,-0.811770327307478,uniform
237,implementation_smell_density_per_kloc,91,-0.8793906624515245,uniform
237,"pooled (non-independent, see caveat)",274,-0.7627290168635934,uniform
238,cyclomatic_complexity_p90,92,-0.7431202558471082,uniform
238,design_smell_density_per_kloc,91,-0.7905869236282552,uniform
238,implementation_smell_density_per_kloc,91,-0.8534627604933945,uniform
238,"pooled (non-independent, see caveat)",274,-0.7849321605372555,uniform
239,cyclomatic_complexity_p90,91,-0.6074790170252751,uniform
239,design_smell_density_per_kloc,90,-0.8794649104754064,uniform
239,implementation_smell_density_per_kloc,90,-0.8358137697145304,uniform
239,"pooled (non-independent, see caveat)",271,-0.7454935949672948,uniform
240,cyclomatic_complexity_p90,91,-0.659818442427138,uniform
240,design_smell_density_per_kloc,91,-0.8001433463406864,uniform
240,implementation_smell_density_per_kloc,91,-0.8196513748317792,uniform
240,"pooled (non-independent, see caveat)",273,-0.7437454806681711,uniform
241,cyclomatic_complexity_p90,91,-0.6957636566332219,uniform
241,design_smell_density_per_kloc,91,-0.8750657004061481,uniform
241,implementation_smell_density_per_kloc,91,-0.8418525390391706,uniform
241,"pooled (non-independent, see caveat)",273,-0.7731835087590992,uniform
242,cyclomatic_complexity_p90,92,-0.7069031949817364,uniform
242,design_smell_density_per_kloc,91,-0.8108783945209843,uniform
242,implementation_smell_density_per_kloc,91,-0.7936756941845373,uniform
242,"pooled (non-independent, see caveat)",274,-0.7363105528573333,uniform
243,cyclomatic_complexity_p90,92,-0.6859732133224419,uniform
243,design_smell_density_per_kloc,91,-0.7540813888667675,uniform
243,implementation_smell_density_per_kloc,91,-0.7830051202828499,uniform
243,"pooled (non-independent, see caveat)",274,-0.722463232731175,uniform
244,cyclomatic_complexity_p90,90,-0.5764086101164753,uniform
244,design_smell_density_per_kloc,90,-0.7339699526651574,uniform
244,implementation_smell_density_per_kloc,90,-0.8063728819208347,uniform
244,"pooled (non-independent, see caveat)",270,-0.6861835479039968,uniform
245,cyclomatic_complexity_p90,90,-0.5871259826316005,uniform
245,design_smell_density_per_kloc,90,-0.8089154146943816,uniform
245,implementation_smell_density_per_kloc,90,-0.7648414606038655,uniform
245,"pooled (non-independent, see caveat)",270,-0.6937013229102743,uniform
246,cyclomatic_complexity_p90,92,-0.7261048819018994,uniform
246,design_smell_density_per_kloc,91,-0.8883809827188022,uniform
246,implementation_smell_density_per_kloc,91,-0.8592917605650626,uniform
246,"pooled (non-independent, see caveat)",274,-0.7934356895187691,uniform
247,cyclomatic_complexity_p90,91,-0.6776397515527951,uniform
247,design_smell_density_per_kloc,91,-0.8530222186828064,uniform
247,implementation_smell_density_per_kloc,91,-0.8880226789510985,uniform
247,"pooled (non-independent, see caveat)",273,-0.7867677502839882,uniform
248,cyclomatic_complexity_p90,92,-0.6928163001094276,uniform
248,design_smell_density_per_kloc,91,-0.8295612009237876,uniform
248,implementation_smell_density_per_kloc,91,-0.8678441459161166,uniform
248,"pooled (non-independent, see caveat)",274,-0.7577270257254939,uniform
249,cyclomatic_complexity_p90,92,-0.7048950402268733,uniform
249,design_smell_density_per_kloc,91,-0.8598709882933823,uniform
249,implementation_smell_density_per_kloc,91,-0.862795531099945,uniform
249,"pooled (non-independent, see caveat)",274,-0.7802142494727559,uniform
250,cyclomatic_complexity_p90,91,-0.6204749239516475,uniform
250,design_smell_density_per_kloc,91,-0.8129648801465318,uniform
250,implementation_smell_density_per_kloc,91,-0.790474522014031,uniform
250,"pooled (non-independent, see caveat)",273,-0.7141711458217755,uniform
251,cyclomatic_complexity_p90,92,-0.6840774933341554,uniform
251,design_smell_density_per_kloc,91,-0.8088715457513738,uniform
251,implementation_smell_density_per_kloc,91,-0.799106538513605,uniform
251,"pooled (non-independent, see caveat)",274,-0.7458413770784807,uniform
252,cyclomatic_complexity_p90,92,-0.5942542730761525,uniform
252,design_smell_density_per_kloc,91,-0.8375521125817474,uniform
252,implementation_smell_density_per_kloc,91,-0.7834510547145622,uniform
252,"pooled (non-independent, see caveat)",274,-0.7118233537418603,uniform
253,cyclomatic_complexity_p90,92,-0.7299685199010758,uniform
253,design_smell_density_per_kloc,91,-0.8303894242255316,uniform
253,implementation_smell_density_per_kloc,91,-0.8103186042252287,uniform
253,"pooled (non-independent, see caveat)",274,-0.7807906778332463,uniform
254,cyclomatic_complexity_p90,92,-0.6127645145877963,uniform
254,design_smell_density_per_kloc,91,-0.8013697539221152,uniform
254,implementation_smell_density_per_kloc,91,-0.7950946627152391,uniform
254,"pooled (non-independent, see caveat)",274,-0.7074399749069057,uniform
255,cyclomatic_complexity_p90,92,-0.7137749007821831,uniform
255,design_smell_density_per_kloc,91,-0.8279525364338617,uniform
255,implementation_smell_density_per_kloc,91,-0.7997435877017656,uniform
255,"pooled (non-independent, see caveat)",274,-0.7481271081336185,uniform
256,cyclomatic_complexity_p90,92,-0.7035256039764187,uniform
256,design_smell_density_per_kloc,91,-0.8621804571155531,uniform
256,implementation_smell_density_per_kloc,91,-0.8083756042013395,uniform
256,"pooled (non-independent, see caveat)",274,-0.7685088106289117,uniform
257,cyclomatic_complexity_p90,92,-0.658952722228644,uniform
257,design_smell_density_per_kloc,91,-0.7927049741481608,uniform
257,implementation_smell_density_per_kloc,91,-0.7879263252613892,uniform
257,"pooled (non-independent, see caveat)",274,-0.7153835888876015,uniform
258,cyclomatic_complexity_p90,92,-0.6949123807468828,uniform
258,design_smell_density_per_kloc,91,-0.8087441267818746,uniform
258,implementation_smell_density_per_kloc,91,-0.8624770065058648,uniform
258,"pooled (non-independent, see caveat)",274,-0.7741208442392186,uniform
259,cyclomatic_complexity_p90,92,-0.6929704236857112,uniform
259,design_smell_density_per_kloc,91,-0.8073425181173847,uniform
259,implementation_smell_density_per_kloc,91,-0.7508819149698596,uniform
259,"pooled (non-independent, see caveat)",274,-0.7342086910207681,uniform
260,cyclomatic_complexity_p90,92,-0.7354428038593137,uniform
260,design_smell_density_per_kloc,91,-0.871015652693266,uniform
260,implementation_smell_density_per_kloc,91,-0.7930067925369688,uniform
260,"pooled (non-independent, see caveat)",274,-0.7795349211648185,uniform
261,cyclomatic_complexity_p90,91,-0.6793280696988433,uniform
261,design_smell_density_per_kloc,91,-0.8182527673807437,uniform
261,implementation_smell_density_per_kloc,91,-0.8777821132514195,uniform
261,"pooled (non-independent, see caveat)",273,-0.7712334996370123,uniform
262,cyclomatic_complexity_p90,92,-0.6382845913767194,uniform
262,design_smell_density_per_kloc,91,-0.8833797881659633,uniform
262,implementation_smell_density_per_kloc,91,-0.8143160878809356,uniform
262,"pooled (non-independent, see caveat)",274,-0.7434835263686608,uniform
263,cyclomatic_complexity_p90,92,-0.6345239471352058,uniform
263,design_smell_density_per_kloc,91,-0.7162220275543522,uniform
263,implementation_smell_density_per_kloc,91,-0.809299325524172,uniform
263,"pooled (non-independent, see caveat)",274,-0.7092429444975307,uniform
264,cyclomatic_complexity_p90,92,-0.5990444264632219,uniform
264,design_smell_density_per_kloc,91,-0.8500756550131401,uniform
264,implementation_smell_density_per_kloc,91,-0.8658215147437073,uniform
264,"pooled (non-independent, see caveat)",274,-0.741014727621261,uniform
265,cyclomatic_complexity_p90,92,-0.7166416213925172,uniform
265,design_smell_density_per_kloc,91,-0.8933662499004541,uniform
265,implementation_smell_density_per_kloc,91,-0.8969572938150487,uniform
265,"pooled (non-independent, see caveat)",274,-0.8054315905900965,uniform
266,cyclomatic_complexity_p90,92,-0.7428448129710401,uniform
266,design_smell_density_per_kloc,91,-0.7946961853946007,uniform
266,implementation_smell_density_per_kloc,91,-0.8571894982441333,uniform
266,"pooled (non-independent, see caveat)",274,-0.7831243770762303,uniform
267,cyclomatic_complexity_p90,92,-0.5832774631063845,uniform
267,design_smell_density_per_kloc,91,-0.7698494863422792,uniform
267,implementation_smell_density_per_kloc,91,-0.7780679890746064,uniform
267,"pooled (non-independent, see caveat)",274,-0.6724758107892106,uniform
268,cyclomatic_complexity_p90,92,-0.700794895412687,uniform
268,design_smell_density_per_kloc,91,-0.7877518515569005,uniform
268,implementation_smell_density_per_kloc,91,-0.7609472921427946,uniform
268,"pooled (non-independent, see caveat)",274,-0.7359518910998643,uniform
269,cyclomatic_complexity_p90,91,-0.7013330360413448,uniform
269,design_smell_density_per_kloc,91,-0.8417615672533248,uniform
269,implementation_smell_density_per_kloc,91,-0.8758550394572342,uniform
269,"pooled (non-independent, see caveat)",273,-0.7911262387989807,uniform
270,cyclomatic_complexity_p90,92,-0.6321966631988594,uniform
270,design_smell_density_per_kloc,91,-0.8341436415756243,uniform
270,implementation_smell_density_per_kloc,91,-0.8291148564509472,uniform
270,"pooled (non-independent, see caveat)",274,-0.7397782105696082,uniform
271,cyclomatic_complexity_p90,92,-0.6835664470388779,uniform
271,design_smell_density_per_kloc,91,-0.8663056462530859,uniform
271,implementation_smell_density_per_kloc,91,-0.8633688753692895,uniform
271,"pooled (non-independent, see caveat)",274,-0.7805254247768922,uniform
272,cyclomatic_complexity_p90,92,-0.6745963857742842,uniform
272,design_smell_density_per_kloc,91,-0.8362825515648642,uniform
272,implementation_smell_density_per_kloc,91,-0.7806002595975442,uniform
272,"pooled (non-independent, see caveat)",274,-0.7362222035869711,uniform
273,cyclomatic_complexity_p90,91,-0.672591176939003,uniform
273,design_smell_density_per_kloc,91,-0.8056542167715218,uniform
273,implementation_smell_density_per_kloc,91,-0.7944560794400338,uniform
273,"pooled (non-independent, see caveat)",273,-0.7371356076754033,uniform
274,cyclomatic_complexity_p90,92,-0.6965615030131159,uniform
274,design_smell_density_per_kloc,91,-0.7620291470892729,uniform
274,implementation_smell_density_per_kloc,91,-0.8393361947459367,uniform
274,"pooled (non-independent, see caveat)",274,-0.7411769784583956,uniform
275,cyclomatic_complexity_p90,92,-0.7547672899809044,uniform
275,design_smell_density_per_kloc,91,-0.7449709325475831,uniform
275,implementation_smell_density_per_kloc,91,-0.7988357926086368,uniform
275,"pooled (non-independent, see caveat)",274,-0.753605011102166,uniform
276,cyclomatic_complexity_p90,92,-0.5487843409239779,uniform
276,design_smell_density_per_kloc,91,-0.8511587162538823,uniform
276,implementation_smell_density_per_kloc,91,-0.7902993334872869,uniform
276,"pooled (non-independent, see caveat)",274,-0.6950070995464923,uniform
277,cyclomatic_complexity_p90,92,-0.6790222400320577,uniform
277,design_smell_density_per_kloc,91,-0.862387512940989,uniform
277,implementation_smell_density_per_kloc,91,-0.8099523009420365,uniform
277,"pooled (non-independent, see caveat)",274,-0.7654262687227149,uniform
278,cyclomatic_complexity_p90,92,-0.7567005224789236,uniform
278,design_smell_density_per_kloc,91,-0.8430994664330652,uniform
278,implementation_smell_density_per_kloc,91,-0.8561702195430766,uniform
278,"pooled (non-independent, see caveat)",274,-0.7978319780073373,uniform
279,cyclomatic_complexity_p90,91,-0.7185698359611404,uniform
279,design_smell_density_per_kloc,90,-0.7541551759621321,uniform
279,implementation_smell_density_per_kloc,90,-0.8636881856069661,uniform
279,"pooled (non-independent, see caveat)",271,-0.7721067285820222,uniform
280,cyclomatic_complexity_p90,91,-0.5802005112319736,uniform
280,design_smell_density_per_kloc,91,-0.8106394839531736,uniform
280,implementation_smell_density_per_kloc,91,-0.7660130199029477,uniform
280,"pooled (non-independent, see caveat)",273,-0.6950174971756068,uniform
281,cyclomatic_complexity_p90,91,-0.6868768912247173,uniform
281,design_smell_density_per_kloc,91,-0.8172334156247512,uniform
281,implementation_smell_density_per_kloc,91,-0.83791876030228,uniform
281,"pooled (non-independent, see caveat)",273,-0.7621867137247316,uniform
282,cyclomatic_complexity_p90,92,-0.7470947258099317,uniform
282,design_smell_density_per_kloc,91,-0.8153221310822649,uniform
282,implementation_smell_density_per_kloc,91,-0.8415817931342024,uniform
282,"pooled (non-independent, see caveat)",274,-0.7914676481196121,uniform
283,cyclomatic_complexity_p90,92,-0.5930281394416135,uniform
283,design_smell_density_per_kloc,91,-0.7930394622621518,uniform
283,implementation_smell_density_per_kloc,91,-0.8104619402925648,uniform
283,"pooled (non-independent, see caveat)",274,-0.7112712516769227,uniform
284,cyclomatic_complexity_p90,91,-0.718121660468709,uniform
284,design_smell_density_per_kloc,91,-0.7952377160149716,uniform
284,implementation_smell_density_per_kloc,91,-0.7999824811473256,uniform
284,"pooled (non-independent, see caveat)",273,-0.7514762711424108,uniform
285,cyclomatic_complexity_p90,92,-0.7200786036296382,uniform
285,design_smell_density_per_kloc,91,-0.7995540336067533,uniform
285,implementation_smell_density_per_kloc,91,-0.8181401923698863,uniform
285,"pooled (non-independent, see caveat)",274,-0.7690081925102084,uniform
286,cyclomatic_complexity_p90,92,-0.6903120653234511,uniform
286,design_smell_density_per_kloc,91,-0.8460301027315442,uniform
286,implementation_smell_density_per_kloc,91,-0.8652640967040668,uniform
286,"pooled (non-independent, see caveat)",274,-0.7807262736897889,uniform
287,cyclomatic_complexity_p90,92,-0.7790758607934404,uniform
287,design_smell_density_per_kloc,91,-0.8254519391574421,uniform
287,implementation_smell_density_per_kloc,91,-0.8950461462505673,uniform
287,"pooled (non-independent, see caveat)",274,-0.8150331336573148,uniform
288,cyclomatic_complexity_p90,92,-0.6604965861627853,uniform
288,design_smell_density_per_kloc,91,-0.7680019112845424,uniform
288,implementation_smell_density_per_kloc,91,-0.8646429737456103,uniform
288,"pooled (non-independent, see caveat)",274,-0.748057761240046,uniform
289,cyclomatic_complexity_p90,92,-0.5379766345057181,uniform
289,design_smell_density_per_kloc,91,-0.7532850203073983,uniform
289,implementation_smell_density_per_kloc,91,-0.7620780544517793,uniform
289,"pooled (non-independent, see caveat)",274,-0.6571851427508038,uniform
290,cyclomatic_complexity_p90,91,-0.7454212454212454,uniform
290,design_smell_density_per_kloc,90,-0.7504836386087672,uniform
290,implementation_smell_density_per_kloc,90,-0.7949688847914127,uniform
290,"pooled (non-independent, see caveat)",271,-0.7506971276937237,uniform
291,cyclomatic_complexity_p90,92,-0.6560243517127115,uniform
291,design_smell_density_per_kloc,91,-0.8462530859281676,uniform
291,implementation_smell_density_per_kloc,91,-0.8544024080459314,uniform
291,"pooled (non-independent, see caveat)",274,-0.7774395397253164,uniform
292,cyclomatic_complexity_p90,92,-0.6242154056047786,uniform
292,design_smell_density_per_kloc,91,-0.813920522417775,uniform
292,implementation_smell_density_per_kloc,91,-0.747107398530009,uniform
292,"pooled (non-independent, see caveat)",274,-0.6972846564164714,uniform
293,cyclomatic_complexity_p90,91,-0.6511546424589902,uniform
293,design_smell_density_per_kloc,91,-0.8335908258341961,uniform
293,implementation_smell_density_per_kloc,91,-0.8143479403403435,uniform
293,"pooled (non-independent, see caveat)",273,-0.7433237746639034,uniform
294,cyclomatic_complexity_p90,92,-0.6213646101444138,uniform
294,design_smell_density_per_kloc,91,-0.8163733375806324,uniform
294,implementation_smell_density_per_kloc,91,-0.8151761042849522,uniform
294,"pooled (non-independent, see caveat)",274,-0.7422036997551912,uniform
295,cyclomatic_complexity_p90,92,-0.6841263664121742,uniform
295,design_smell_density_per_kloc,91,-0.9241220036632954,uniform
295,implementation_smell_density_per_kloc,91,-0.7598006036041058,uniform
295,"pooled (non-independent, see caveat)",274,-0.7512113564742701,uniform
296,cyclomatic_complexity_p90,92,-0.6551484980657492,uniform
296,design_smell_density_per_kloc,91,-0.8457593374213587,uniform
296,implementation_smell_density_per_kloc,91,-0.7655499725272537,uniform
296,"pooled (non-independent, see caveat)",274,-0.7293103931060623,uniform
297,cyclomatic_complexity_p90,92,-0.6492657796732165,uniform
297,design_smell_density_per_kloc,91,-0.8816914868201003,uniform
297,implementation_smell_density_per_kloc,91,-0.8910964412839727,uniform
297,"pooled (non-independent, see caveat)",274,-0.7877606565070854,uniform
298,cyclomatic_complexity_p90,91,-0.693672458551657,uniform
298,design_smell_density_per_kloc,91,-0.7863343155212232,uniform
298,implementation_smell_density_per_kloc,91,-0.8570143097173891,uniform
298,"pooled (non-independent, see caveat)",273,-0.7645133303410867,uniform
299,cyclomatic_complexity_p90,92,-0.6956344160598003,uniform
299,design_smell_density_per_kloc,91,-0.7622680576570836,uniform
299,implementation_smell_density_per_kloc,91,-0.8648977934208746,uniform
299,"pooled (non-independent, see caveat)",274,-0.7580174706013438,uniform
0,cyclomatic_complexity_p90,86,-0.7213348303157816,split_matched
0,design_smell_density_per_kloc,87,-0.713176457721962,split_matched
0,implementation_smell_density_per_kloc,87,-0.744730487082517,split_matched
0,"pooled (non-independent, see caveat)",260,-0.7466955705385336,split_matched
1,cyclomatic_complexity_p90,86,-0.6671478305171096,split_matched
1,design_smell_density_per_kloc,87,-0.709294059748829,split_matched
1,implementation_smell_density_per_kloc,87,-0.7685515104570101,split_matched
1,"pooled (non-independent, see caveat)",260,-0.7336507750101392,split_matched
2,cyclomatic_complexity_p90,86,-0.6253219491485447,split_matched
2,design_smell_density_per_kloc,87,-0.6654029127098409,split_matched
2,implementation_smell_density_per_kloc,87,-0.7216020412812685,split_matched
2,"pooled (non-independent, see caveat)",260,-0.6719123708630252,split_matched
3,cyclomatic_complexity_p90,86,-0.6124120233220748,split_matched
3,design_smell_density_per_kloc,87,-0.7208318903450412,split_matched
3,implementation_smell_density_per_kloc,87,-0.7294755547455232,split_matched
3,"pooled (non-independent, see caveat)",260,-0.7000847485834799,split_matched
4,cyclomatic_complexity_p90,86,-0.6886586850075005,split_matched
4,design_smell_density_per_kloc,87,-0.7100231485700745,split_matched
4,implementation_smell_density_per_kloc,87,-0.8131883154035633,split_matched
4,"pooled (non-independent, see caveat)",260,-0.75102616155552,split_matched
5,cyclomatic_complexity_p90,86,-0.6180197179112222,split_matched
5,design_smell_density_per_kloc,87,-0.7804713559229354,split_matched
5,implementation_smell_density_per_kloc,87,-0.7248097689889279,split_matched
5,"pooled (non-independent, see caveat)",260,-0.6996798502280788,split_matched
6,cyclomatic_complexity_p90,86,-0.6286239916977215,split_matched
6,design_smell_density_per_kloc,87,-0.6952044182782567,split_matched
6,implementation_smell_density_per_kloc,87,-0.7469175741559211,split_matched
6,"pooled (non-independent, see caveat)",260,-0.6835058266794354,split_matched
7,cyclomatic_complexity_p90,86,-0.6571849084373497,split_matched
7,design_smell_density_per_kloc,87,-0.7385122942602482,split_matched
7,implementation_smell_density_per_kloc,87,-0.7850457921355994,split_matched
7,"pooled (non-independent, see caveat)",260,-0.7306390846536932,split_matched
8,cyclomatic_complexity_p90,86,-0.6772458818423684,split_matched
8,design_smell_density_per_kloc,87,-0.6960610976432204,split_matched
8,implementation_smell_density_per_kloc,87,-0.7193602770310292,split_matched
8,"pooled (non-independent, see caveat)",260,-0.7070338410509437,split_matched
9,cyclomatic_complexity_p90,86,-0.6555998981064788,split_matched
9,design_smell_density_per_kloc,87,-0.7206860725807922,split_matched
9,implementation_smell_density_per_kloc,87,-0.7744930970064245,split_matched
9,"pooled (non-independent, see caveat)",260,-0.7239665968181949,split_matched
10,cyclomatic_complexity_p90,86,-0.6615312043020897,split_matched
10,design_smell_density_per_kloc,87,-0.7327342653518766,split_matched
10,implementation_smell_density_per_kloc,87,-0.7557023739007609,split_matched
10,"pooled (non-independent, see caveat)",260,-0.7313036015313116,split_matched
11,cyclomatic_complexity_p90,86,-0.7439289016359417,split_matched
11,design_smell_density_per_kloc,87,-0.7996099374806335,split_matched
11,implementation_smell_density_per_kloc,87,-0.7704652116462386,split_matched
11,"pooled (non-independent, see caveat)",260,-0.7778457511181179,split_matched
12,cyclomatic_complexity_p90,86,-0.6045475988300784,split_matched
12,design_smell_density_per_kloc,87,-0.7439804604195905,split_matched
12,implementation_smell_density_per_kloc,87,-0.6985104822789868,split_matched
12,"pooled (non-independent, see caveat)",260,-0.6827603829503295,split_matched
13,cyclomatic_complexity_p90,86,-0.6366175124772391,split_matched
13,design_smell_density_per_kloc,87,-0.7279040519111241,split_matched
13,implementation_smell_density_per_kloc,87,-0.7487219209914794,split_matched
13,"pooled (non-independent, see caveat)",260,-0.7145325837449289,split_matched
14,cyclomatic_complexity_p90,86,-0.6486970960620412,split_matched
14,design_smell_density_per_kloc,87,-0.7406084246213295,split_matched
14,implementation_smell_density_per_kloc,87,-0.7194514056590878,split_matched
14,"pooled (non-independent, see caveat)",260,-0.7119094868213841,split_matched
15,cyclomatic_complexity_p90,86,-0.7221514628324511,split_matched
15,design_smell_density_per_kloc,87,-0.7125202777828409,split_matched
15,implementation_smell_density_per_kloc,87,-0.6811956076001275,split_matched
15,"pooled (non-independent, see caveat)",260,-0.7123415807175348,split_matched
16,cyclomatic_complexity_p90,86,-0.6209408079702624,split_matched
16,design_smell_density_per_kloc,87,-0.7471702240125403,split_matched
16,implementation_smell_density_per_kloc,87,-0.777208730122568,split_matched
16,"pooled (non-independent, see caveat)",260,-0.7114889017780301,split_matched
17,cyclomatic_complexity_p90,86,-0.5670698341415552,split_matched
17,design_smell_density_per_kloc,87,-0.7310938155040737,split_matched
17,implementation_smell_density_per_kloc,87,-0.7089351619811364,split_matched
17,"pooled (non-independent, see caveat)",260,-0.6623446318907927,split_matched
18,cyclomatic_complexity_p90,86,-0.5951091571221012,split_matched
18,design_smell_density_per_kloc,87,-0.7300184094927366,split_matched
18,implementation_smell_density_per_kloc,87,-0.705727434273477,split_matched
18,"pooled (non-independent, see caveat)",260,-0.6822234201006195,split_matched
19,cyclomatic_complexity_p90,86,-0.6259192694030176,split_matched
19,design_smell_density_per_kloc,87,-0.6796383719446621,split_matched
19,implementation_smell_density_per_kloc,87,-0.7750945459516106,split_matched
19,"pooled (non-independent, see caveat)",260,-0.6974169357483161,split_matched
20,cyclomatic_complexity_p90,86,-0.6209443841690645,split_matched
20,design_smell_density_per_kloc,87,-0.7214698430636313,split_matched
20,implementation_smell_density_per_kloc,87,-0.7878707796054131,split_matched
20,"pooled (non-independent, see caveat)",260,-0.7066051629527519,split_matched
21,cyclomatic_complexity_p90,86,-0.6180951931694891,split_matched
21,design_smell_density_per_kloc,87,-0.669157720139256,split_matched
21,implementation_smell_density_per_kloc,87,-0.7433088804848043,split_matched
21,"pooled (non-independent, see caveat)",260,-0.6883308856111489,split_matched
22,cyclomatic_complexity_p90,86,-0.6182048040455119,split_matched
22,design_smell_density_per_kloc,87,-0.7702276579844339,split_matched
